Team,Date,Home/Away
SEA,Sun 7/20,Home
SEA,Mon 7/21,Home
SEA,Tue 7/22,Home
SEA,Wed 7/23,Home
SEA,Thu 7/24,Away at LAA
SEA,Fri 7/25,Away at LAA
SEA,Sat 7/26,Away at LAA
SEA,Sun 7/27,Away at LAA
SEA,Mon 7/28,Away at ATH
SEA,Tue 7/29,Away at ATH
SEA,Wed 7/30,Away at ATH
SEA,Thu 7/31,Home
SEA,Fri 8/1,Home
SEA,Sat 8/2,Home
SEA,Sun 8/3,Home
SEA,Mon 8/4,OFF
SEA,Tue 8/5,Home
SEA,Wed 8/6,Home
SEA,Thu 8/7,Home
SEA,Fri 8/8,Home
SEA,Sat 8/9,Home
SEA,Sun 8/10,Home
SEA,Mon 8/11,OFF
SEA,Tue 8/12,Away at BAL
SEA,Wed 8/13,Away at BAL
SEA,Thu 8/14,Away at BAL
SEA,Fri 8/15,Away at NYM
SEA,Sat 8/16,Away at NYM
SEA,Sun 8/17,Away at NYM
SEA,Mon 8/18,Away at PHI
SEA,Tue 8/19,Away at PHI
SEA,Wed 8/20,Away at PHI
SEA,Thu 8/21,OFF
SEA,Fri 8/22,Home
SEA,Sat 8/23,Home
SEA,Sun 8/24,Home
SEA,Mon 8/25,Home
SEA,Tue 8/26,Home
SEA,Wed 8/27,Home
SEA,Thu 8/28,OFF
SEA,Fri 8/29,Away at CLE
SEA,Sat 8/30,Away at CLE
SEA,Sun 8/31,Away at CLE
SEA,Mon 9/1,Away at TBR
SEA,Tue 9/2,Away at TBR
SEA,Wed 9/3,Away at TBR
SEA,Thu 9/4,OFF
SEA,Fri 9/5,Away at ATL
SEA,Sat 9/6,Away at ATL
SEA,Sun 9/7,Away at ATL
SEA,Mon 9/8,Home
SEA,Tue 9/9,Home
SEA,Wed 9/10,Home
SEA,Thu 9/11,Home
SEA,Fri 9/12,Home
SEA,Sat 9/13,Home
SEA,Sun 9/14,Home
SEA,Mon 9/15,OFF
SEA,Tue 9/16,Away at KCR
SEA,Wed 9/17,Away at KCR
SEA,Thu 9/18,Away at KCR
SEA,Fri 9/19,Away at HOU
SEA,Sat 9/20,Away at HOU
SEA,Sun 9/21,Away at HOU
SEA,Mon 9/22,OFF
SEA,Tue 9/23,Home
SEA,Wed 9/24,Home
SEA,Thu 9/25,Home
SEA,Fri 9/26,Home
SEA,Sat 9/27,Home
SEA,Sun 9/28,Home
TEX,Wed 5/28,Home
TEX,Thu 5/29,OFF
TEX,Fri 5/30,Home
TEX,Sat 5/31,Home
TEX,Sun 6/1,Home
TEX,Mon 6/2,OFF
TEX,Tue 6/3,Away at TBR
TEX,Wed 6/4,Away at TBR
TEX,Thu 6/5,Away at TBR
TEX,Fri 6/6,Away at WSN
TEX,Sat 6/7,Away at WSN
TEX,Sun 6/8,Away at WSN
TEX,Mon 6/9,OFF
TEX,Tue 6/10,Away at MIN
TEX,Wed 6/11,Away at MIN
TEX,Thu 6/12,Away at MIN
TEX,Fri 6/13,Home
TEX,Sat 6/14,Home
TEX,Sun 6/15,Home
TEX,Mon 6/16,OFF
TEX,Tue 6/17,Home
TEX,Wed 6/18,Home
TEX,Thu 6/19,Home
TEX,Fri 6/20,Away at PIT
TEX,Sat 6/21,Away at PIT
TEX,Sun 6/22,Away at PIT
TEX,Mon 6/23,Away at BAL
TEX,Tue 6/24,Away at BAL
TEX,Wed 6/25,Away at BAL
TEX,Thu 6/26,OFF
TEX,Fri 6/27,Home
TEX,Sat 6/28,Home
TEX,Sun 6/29,Home
TEX,Mon 6/30,Home
TEX,Tue 7/1,Home
TEX,Wed 7/2,Home
TEX,Thu 7/3,OFF
TEX,Fri 7/4,Away at SDP
TEX,Sat 7/5,Away at SDP
TEX,Sun 7/6,Away at SDP
TEX,Mon 7/7,Away at LAA
TEX,Tue 7/8,Away at LAA
TEX,Wed 7/9,Away at LAA
TEX,Thu 7/10,Away at LAA
TEX,Fri 7/11,Away at HOU
TEX,Sat 7/12,Away at HOU
TEX,Sun 7/13,Away at HOU
TEX,Mon 7/14,OFF
TEX,Tue 7/15,OFF
TEX,Wed 7/16,OFF
TEX,Thu 7/17,OFF
TEX,Fri 7/18,Home
TEX,Sat 7/19,Home
TEX,Sun 7/20,Home
TEX,Mon 7/21,Home
TEX,Tue 7/22,Home
TEX,Wed 7/23,Home
TEX,Thu 7/24,OFF
TEX,Fri 7/25,Home
TEX,Sat 7/26,Home
TEX,Sun 7/27,Home
TEX,Mon 7/28,Away at LAA
TEX,Tue 7/29,Away at LAA
TEX,Wed 7/30,Away at LAA
TEX,Thu 7/31,Away at SEA
TEX,Fri 8/1,Away at SEA
TEX,Sat 8/2,Away at SEA
TEX,Sun 8/3,Away at SEA
TEX,Mon 8/4,Home
TEX,Tue 8/5,Home
TEX,Wed 8/6,Home
TEX,Thu 8/7,OFF
TEX,Fri 8/8,Home
TEX,Sat 8/9,Home
TEX,Sun 8/10,Home
TEX,Mon 8/11,Home
TEX,Tue 8/12,Home
TEX,Wed 8/13,Home
TEX,Thu 8/14,OFF
TEX,Fri 8/15,Away at TOR
TEX,Sat 8/16,Away at TOR
TEX,Sun 8/17,Away at TOR
TEX,Mon 8/18,Away at KCR
TEX,Tue 8/19,Away at KCR
TEX,Wed 8/20,Away at KCR
TEX,Thu 8/21,Away at KCR
TEX,Fri 8/22,Home
TEX,Sat 8/23,Home
TEX,Sun 8/24,Home
TEX,Mon 8/25,Home
TEX,Tue 8/26,Home
TEX,Wed 8/27,Home
TEX,Thu 8/28,OFF
TEX,Fri 8/29,Away at ATH
TEX,Sat 8/30,Away at ATH
TEX,Sun 8/31,Away at ATH
TEX,Mon 9/1,Away at ARI
TEX,Tue 9/2,Away at ARI
TEX,Wed 9/3,Away at ARI
TEX,Thu 9/4,OFF
TEX,Fri 9/5,Home
TEX,Sat 9/6,Home
TEX,Sun 9/7,Home
TEX,Mon 9/8,Home
TEX,Tue 9/9,Home
TEX,Wed 9/10,Home
TEX,Thu 9/11,OFF
TEX,Fri 9/12,Away at NYM
TEX,Sat 9/13,Away at NYM
TEX,Sun 9/14,Away at NYM
TEX,Mon 9/15,Away at HOU
TEX,Tue 9/16,Away at HOU
TEX,Wed 9/17,Away at HOU
TEX,Thu 9/18,OFF
TEX,Fri 9/19,Home
TEX,Sat 9/20,Home
TEX,Sun 9/21,Home
TEX,Mon 9/22,OFF
TEX,Tue 9/23,Home
TEX,Wed 9/24,Home
TEX,Thu 9/25,Home
TEX,Fri 9/26,Away at CLE
TEX,Sat 9/27,Away at CLE
TEX,Sun 9/28,Away at CLE
ATL,Wed 5/28,Away at PHI
ATL,Thu 5/29,Away at PHI
ATL,Fri 5/30,Home
ATL,Sat 5/31,Home
ATL,Sun 6/1,Home
ATL,Mon 6/2,OFF
ATL,Tue 6/3,Home
ATL,Wed 6/4,Home
ATL,Thu 6/5,Home
ATL,Fri 6/6,Away at SFG
ATL,Sat 6/7,Away at SFG
ATL,Sun 6/8,Away at SFG
ATL,Mon 6/9,Away at MIL
ATL,Tue 6/10,Away at MIL
ATL,Wed 6/11,Away at MIL
ATL,Thu 6/12,OFF
ATL,Fri 6/13,Home
ATL,Sat 6/14,Home
ATL,Sun 6/15,Home
ATL,Mon 6/16,OFF
ATL,Tue 6/17,Home
ATL,Wed 6/18,Home
ATL,Thu 6/19,Home
ATL,Fri 6/20,Away at MIA
ATL,Sat 6/21,Away at MIA
ATL,Sun 6/22,Away at MIA
ATL,Mon 6/23,Away at NYM
ATL,Tue 6/24,Away at NYM
ATL,Wed 6/25,Away at NYM
ATL,Thu 6/26,Away at NYM
ATL,Fri 6/27,Home
ATL,Sat 6/28,Home
ATL,Sun 6/29,Home
ATL,Mon 6/30,OFF
ATL,Tue 7/1,Home
ATL,Wed 7/2,Home
ATL,Thu 7/3,Home
ATL,Fri 7/4,Home
ATL,Sat 7/5,Home
ATL,Sun 7/6,Home
ATL,Mon 7/7,OFF
ATL,Tue 7/8,Away at ATH
ATL,Wed 7/9,Away at ATH
ATL,Thu 7/10,Away at ATH
ATL,Fri 7/11,Away at STL
ATL,Sat 7/12,Away at STL
ATL,Sun 7/13,Away at STL
ATL,Mon 7/14,OFF
ATL,Tue 7/15,OFF
ATL,Wed 7/16,OFF
ATL,Thu 7/17,OFF
ATL,Fri 7/18,Home
ATL,Sat 7/19,Home
ATL,Sun 7/20,Home
ATL,Mon 7/21,Home
ATL,Tue 7/22,Home
ATL,Wed 7/23,Home
ATL,Thu 7/24,OFF
ATL,Fri 7/25,Away at TEX
ATL,Sat 7/26,Away at TEX
ATL,Sun 7/27,Away at TEX
ATL,Mon 7/28,Away at KCR
ATL,Tue 7/29,Away at KCR
ATL,Wed 7/30,Away at KCR
ATL,Thu 7/31,Away at CIN
ATL,Fri 8/1,Away at CIN
ATL,Sat 8/2,Away at CIN
ATL,Sun 8/3,OFF
ATL,Mon 8/4,Home
ATL,Tue 8/5,Home
ATL,Wed 8/6,Home
ATL,Thu 8/7,Home
ATL,Fri 8/8,Home
ATL,Sat 8/9,Home
ATL,Sun 8/10,Home
ATL,Mon 8/11,OFF
ATL,Tue 8/12,Away at NYM
ATL,Wed 8/13,Away at NYM
ATL,Thu 8/14,Away at NYM
ATL,Fri 8/15,Away at CLE
ATL,Sat 8/16,Away at CLE
ATL,Sun 8/17,Away at CLE
ATL,Mon 8/18,Home
ATL,Tue 8/19,Home
ATL,Wed 8/20,Home
ATL,Thu 8/21,OFF
ATL,Fri 8/22,Home
ATL,Sat 8/23,Home
ATL,Sun 8/24,Home
ATL,Mon 8/25,Away at MIA
ATL,Tue 8/26,Away at MIA
ATL,Wed 8/27,Away at MIA
ATL,Thu 8/28,Away at PHI
ATL,Fri 8/29,Away at PHI
ATL,Sat 8/30,Away at PHI
ATL,Sun 8/31,Away at PHI
ATL,Mon 9/1,Away at CHC
ATL,Tue 9/2,Away at CHC
ATL,Wed 9/3,Away at CHC
ATL,Thu 9/4,OFF
ATL,Fri 9/5,Home
ATL,Sat 9/6,Home
ATL,Sun 9/7,Home
ATL,Mon 9/8,Home
ATL,Tue 9/9,Home
ATL,Wed 9/10,Home
ATL,Thu 9/11,OFF
ATL,Fri 9/12,Home
ATL,Sat 9/13,Home
ATL,Sun 9/14,Home
ATL,Mon 9/15,Away at WSN
ATL,Tue 9/16,Away at WSN (2)
ATL,Wed 9/17,Away at WSN
ATL,Thu 9/18,OFF
ATL,Fri 9/19,Away at DET
ATL,Sat 9/20,Away at DET
ATL,Sun 9/21,Away at DET
ATL,Mon 9/22,Home
ATL,Tue 9/23,Home
ATL,Wed 9/24,Home
ATL,Thu 9/25,OFF
ATL,Fri 9/26,Home
ATL,Sat 9/27,Home
ATL,Sun 9/28,Home
MIA,Wed 5/28,Away at SDP
MIA,Thu 5/29,OFF
MIA,Fri 5/30,Home
MIA,Sat 5/31,Home
MIA,Sun 6/1,Home
MIA,Mon 6/2,Home
MIA,Tue 6/3,Home
MIA,Wed 6/4,Home
MIA,Thu 6/5,OFF
MIA,Fri 6/6,Away at TBR
MIA,Sat 6/7,Away at TBR
MIA,Sun 6/8,Away at TBR
MIA,Mon 6/9,Away at PIT
MIA,Tue 6/10,Away at PIT
MIA,Wed 6/11,Away at PIT
MIA,Thu 6/12,OFF
MIA,Fri 6/13,Away at WSN
MIA,Sat 6/14,Away at WSN
MIA,Sun 6/15,Away at WSN
MIA,Mon 6/16,Home
MIA,Tue 6/17,Home
MIA,Wed 6/18,Home
MIA,Thu 6/19,Home
MIA,Fri 6/20,Home
MIA,Sat 6/21,Home
MIA,Sun 6/22,Home
MIA,Mon 6/23,OFF
MIA,Tue 6/24,Away at SFG
MIA,Wed 6/25,Away at SFG
MIA,Thu 6/26,Away at SFG
MIA,Fri 6/27,Away at ARI
MIA,Sat 6/28,Away at ARI
MIA,Sun 6/29,Away at ARI
MIA,Mon 6/30,OFF
MIA,Tue 7/1,Home
MIA,Wed 7/2,Home
MIA,Thu 7/3,Home
MIA,Fri 7/4,Home
MIA,Sat 7/5,Home
MIA,Sun 7/6,Home
MIA,Mon 7/7,Away at CIN
MIA,Tue 7/8,Away at CIN
MIA,Wed 7/9,Away at CIN
MIA,Thu 7/10,Away at CIN
MIA,Fri 7/11,Away at BAL
MIA,Sat 7/12,Away at BAL
MIA,Sun 7/13,Away at BAL
MIA,Mon 7/14,OFF
MIA,Tue 7/15,OFF
MIA,Wed 7/16,OFF
MIA,Thu 7/17,OFF
MIA,Fri 7/18,Home
MIA,Sat 7/19,Home
MIA,Sun 7/20,Home
MIA,Mon 7/21,Home
MIA,Tue 7/22,Home
MIA,Wed 7/23,Home
MIA,Thu 7/24,OFF
MIA,Fri 7/25,Away at MIL
MIA,Sat 7/26,Away at MIL
MIA,Sun 7/27,Away at MIL
MIA,Mon 7/28,Away at STL
MIA,Tue 7/29,Away at STL
MIA,Wed 7/30,Away at STL
MIA,Thu 7/31,OFF
MIA,Fri 8/1,Home
MIA,Sat 8/2,Home
MIA,Sun 8/3,Home
MIA,Mon 8/4,Home
MIA,Tue 8/5,Home
MIA,Wed 8/6,Home
MIA,Thu 8/7,Away at ATL
MIA,Fri 8/8,Away at ATL
MIA,Sat 8/9,Away at ATL (2)
MIA,Sun 8/10,Away at ATL
MIA,Mon 8/11,OFF
MIA,Tue 8/12,Away at CLE
MIA,Wed 8/13,Away at CLE
MIA,Thu 8/14,Away at CLE
MIA,Fri 8/15,Away at BOS
MIA,Sat 8/16,Away at BOS
MIA,Sun 8/17,Away at BOS
MIA,Mon 8/18,Home
MIA,Tue 8/19,Home
MIA,Wed 8/20,Home
MIA,Thu 8/21,OFF
MIA,Fri 8/22,Home
MIA,Sat 8/23,Home
MIA,Sun 8/24,Home
MIA,Mon 8/25,Home
MIA,Tue 8/26,Home
MIA,Wed 8/27,Home
MIA,Thu 8/28,Away at NYM
MIA,Fri 8/29,Away at NYM
MIA,Sat 8/30,Away at NYM
MIA,Sun 8/31,Away at NYM
MIA,Mon 9/1,Away at WSN
MIA,Tue 9/2,Away at WSN
MIA,Wed 9/3,Away at WSN
MIA,Thu 9/4,OFF
MIA,Fri 9/5,Home
MIA,Sat 9/6,Home
MIA,Sun 9/7,Home
MIA,Mon 9/8,Home
MIA,Tue 9/9,Home
MIA,Wed 9/10,Home
MIA,Thu 9/11,Home
MIA,Fri 9/12,Home
MIA,Sat 9/13,Home
MIA,Sun 9/14,Home
MIA,Mon 9/15,OFF
MIA,Tue 9/16,Away at COL
MIA,Wed 9/17,Away at COL
MIA,Thu 9/18,Away at COL
MIA,Fri 9/19,Away at TEX
MIA,Sat 9/20,Away at TEX
MIA,Sun 9/21,Away at TEX
MIA,Mon 9/22,OFF
MIA,Tue 9/23,Away at PHI
MIA,Wed 9/24,Away at PHI
MIA,Thu 9/25,Away at PHI
MIA,Fri 9/26,Home
MIA,Sat 9/27,Home
MIA,Sun 9/28,Home
NYM,Wed 5/28,Home
NYM,Thu 5/29,OFF
NYM,Fri 5/30,Home
NYM,Sat 5/31,Home
NYM,Sun 6/1,Home
NYM,Mon 6/2,Away at LAD
NYM,Tue 6/3,Away at LAD
NYM,Wed 6/4,Away at LAD
NYM,Thu 6/5,Away at LAD
NYM,Fri 6/6,Away at COL
NYM,Sat 6/7,Away at COL
NYM,Sun 6/8,Away at COL
NYM,Mon 6/9,OFF
NYM,Tue 6/10,Home
NYM,Wed 6/11,Home
NYM,Thu 6/12,Home
NYM,Fri 6/13,Home
NYM,Sat 6/14,Home
NYM,Sun 6/15,Home
NYM,Mon 6/16,OFF
NYM,Tue 6/17,Away at ATL
NYM,Wed 6/18,Away at ATL
NYM,Thu 6/19,Away at ATL
NYM,Fri 6/20,Away at PHI
NYM,Sat 6/21,Away at PHI
NYM,Sun 6/22,Away at PHI
NYM,Mon 6/23,Home
NYM,Tue 6/24,Home
NYM,Wed 6/25,Home
NYM,Thu 6/26,Home
NYM,Fri 6/27,Away at PIT
NYM,Sat 6/28,Away at PIT
NYM,Sun 6/29,Away at PIT
NYM,Mon 6/30,OFF
NYM,Tue 7/1,Home
NYM,Wed 7/2,Home
NYM,Thu 7/3,Home
NYM,Fri 7/4,Home
NYM,Sat 7/5,Home
NYM,Sun 7/6,Home
NYM,Mon 7/7,OFF
NYM,Tue 7/8,Away at BAL
NYM,Wed 7/9,Away at BAL
NYM,Thu 7/10,Away at BAL
NYM,Fri 7/11,Away at KCR
NYM,Sat 7/12,Away at KCR
NYM,Sun 7/13,Away at KCR
NYM,Mon 7/14,OFF
NYM,Tue 7/15,OFF
NYM,Wed 7/16,OFF
NYM,Thu 7/17,OFF
NYM,Fri 7/18,Home
NYM,Sat 7/19,Home
NYM,Sun 7/20,Home
NYM,Mon 7/21,Home
NYM,Tue 7/22,Home
NYM,Wed 7/23,Home
NYM,Thu 7/24,OFF
NYM,Fri 7/25,Away at SFG
NYM,Sat 7/26,Away at SFG
NYM,Sun 7/27,Away at SFG
NYM,Mon 7/28,Away at SDP
NYM,Tue 7/29,Away at SDP
NYM,Wed 7/30,Away at SDP
NYM,Thu 7/31,OFF
NYM,Fri 8/1,Home
NYM,Sat 8/2,Home
NYM,Sun 8/3,Home
NYM,Mon 8/4,Home
NYM,Tue 8/5,Home
NYM,Wed 8/6,Home
NYM,Thu 8/7,OFF
NYM,Fri 8/8,Away at MIL
NYM,Sat 8/9,Away at MIL
NYM,Sun 8/10,Away at MIL
NYM,Mon 8/11,OFF
NYM,Tue 8/12,Home
NYM,Wed 8/13,Home
NYM,Thu 8/14,Home
NYM,Fri 8/15,Home
NYM,Sat 8/16,Home
NYM,Sun 8/17,Home
NYM,Mon 8/18,OFF
NYM,Tue 8/19,Away at WSN
NYM,Wed 8/20,Away at WSN
NYM,Thu 8/21,Away at WSN
NYM,Fri 8/22,Away at ATL
NYM,Sat 8/23,Away at ATL
NYM,Sun 8/24,Away at ATL
NYM,Mon 8/25,Home
NYM,Tue 8/26,Home
NYM,Wed 8/27,Home
NYM,Thu 8/28,Home
NYM,Fri 8/29,Home
NYM,Sat 8/30,Home
NYM,Sun 8/31,Home
NYM,Mon 9/1,Away at DET
NYM,Tue 9/2,Away at DET
NYM,Wed 9/3,Away at DET
NYM,Thu 9/4,OFF
NYM,Fri 9/5,Away at CIN
NYM,Sat 9/6,Away at CIN
NYM,Sun 9/7,Away at CIN
NYM,Mon 9/8,Away at PHI
NYM,Tue 9/9,Away at PHI
NYM,Wed 9/10,Away at PHI
NYM,Thu 9/11,Away at PHI
NYM,Fri 9/12,Home
NYM,Sat 9/13,Home
NYM,Sun 9/14,Home
NYM,Mon 9/15,OFF
NYM,Tue 9/16,Home
NYM,Wed 9/17,Home
NYM,Thu 9/18,Home
NYM,Fri 9/19,Home
NYM,Sat 9/20,Home
NYM,Sun 9/21,Home
NYM,Mon 9/22,OFF
NYM,Tue 9/23,Away at CHC
NYM,Wed 9/24,Away at CHC
NYM,Thu 9/25,Away at CHC
NYM,Fri 9/26,Away at MIA
NYM,Sat 9/27,Away at MIA
NYM,Sun 9/28,Away at MIA
PHI,Wed 5/28,Home
PHI,Thu 5/29,Home
PHI,Fri 5/30,Home
PHI,Sat 5/31,Home
PHI,Sun 6/1,Home
PHI,Mon 6/2,OFF
PHI,Tue 6/3,Away at TOR
PHI,Wed 6/4,Away at TOR
PHI,Thu 6/5,Away at TOR
PHI,Fri 6/6,Away at PIT
PHI,Sat 6/7,Away at PIT
PHI,Sun 6/8,Away at PIT
PHI,Mon 6/9,Home
PHI,Tue 6/10,Home
PHI,Wed 6/11,Home
PHI,Thu 6/12,OFF
PHI,Fri 6/13,Home
PHI,Sat 6/14,Home
PHI,Sun 6/15,Home
PHI,Mon 6/16,Away at MIA
PHI,Tue 6/17,Away at MIA
PHI,Wed 6/18,Away at MIA
PHI,Thu 6/19,Away at MIA
PHI,Fri 6/20,Home
PHI,Sat 6/21,Home
PHI,Sun 6/22,Home
PHI,Mon 6/23,OFF
PHI,Tue 6/24,Away at HOU
PHI,Wed 6/25,Away at HOU
PHI,Thu 6/26,Away at HOU
PHI,Fri 6/27,Away at ATL
PHI,Sat 6/28,Away at ATL
PHI,Sun 6/29,Away at ATL
PHI,Mon 6/30,Home
PHI,Tue 7/1,Home
PHI,Wed 7/2,Home
PHI,Thu 7/3,OFF
PHI,Fri 7/4,Home
PHI,Sat 7/5,Home
PHI,Sun 7/6,Home
PHI,Mon 7/7,Away at SFG
PHI,Tue 7/8,Away at SFG
PHI,Wed 7/9,Away at SFG
PHI,Thu 7/10,OFF
PHI,Fri 7/11,Away at SDP
PHI,Sat 7/12,Away at SDP
PHI,Sun 7/13,Away at SDP
PHI,Mon 7/14,OFF
PHI,Tue 7/15,OFF
PHI,Wed 7/16,OFF
PHI,Thu 7/17,OFF
PHI,Fri 7/18,Home
PHI,Sat 7/19,Home
PHI,Sun 7/20,Home
PHI,Mon 7/21,Home
PHI,Tue 7/22,Home
PHI,Wed 7/23,Home
PHI,Thu 7/24,OFF
PHI,Fri 7/25,Away at NYY
PHI,Sat 7/26,Away at NYY
PHI,Sun 7/27,Away at NYY
PHI,Mon 7/28,Away at CHW
PHI,Tue 7/29,Away at CHW
PHI,Wed 7/30,Away at CHW
PHI,Thu 7/31,OFF
PHI,Fri 8/1,Home
PHI,Sat 8/2,Home
PHI,Sun 8/3,Home
PHI,Mon 8/4,Home
PHI,Tue 8/5,Home
PHI,Wed 8/6,Home
PHI,Thu 8/7,OFF
PHI,Fri 8/8,Away at TEX
PHI,Sat 8/9,Away at TEX
PHI,Sun 8/10,Away at TEX
PHI,Mon 8/11,Away at CIN
PHI,Tue 8/12,Away at CIN
PHI,Wed 8/13,Away at CIN
PHI,Thu 8/14,Away at WSN
PHI,Fri 8/15,Away at WSN
PHI,Sat 8/16,Away at WSN
PHI,Sun 8/17,Away at WSN
PHI,Mon 8/18,Home
PHI,Tue 8/19,Home
PHI,Wed 8/20,Home
PHI,Thu 8/21,OFF
PHI,Fri 8/22,Home
PHI,Sat 8/23,Home
PHI,Sun 8/24,Home
PHI,Mon 8/25,Away at NYM
PHI,Tue 8/26,Away at NYM
PHI,Wed 8/27,Away at NYM
PHI,Thu 8/28,Home
PHI,Fri 8/29,Home
PHI,Sat 8/30,Home
PHI,Sun 8/31,Home
PHI,Mon 9/1,Away at MIL
PHI,Tue 9/2,OFF
PHI,Wed 9/3,Away at MIL
PHI,Thu 9/4,Away at MIL
PHI,Fri 9/5,Away at MIA
PHI,Sat 9/6,Away at MIA
PHI,Sun 9/7,Away at MIA
PHI,Mon 9/8,Home
PHI,Tue 9/9,Home
PHI,Wed 9/10,Home
PHI,Thu 9/11,Home
PHI,Fri 9/12,Home
PHI,Sat 9/13,Home
PHI,Sun 9/14,Home
PHI,Mon 9/15,Away at LAD
PHI,Tue 9/16,Away at LAD
PHI,Wed 9/17,Away at LAD
PHI,Thu 9/18,OFF
PHI,Fri 9/19,Away at ARI
PHI,Sat 9/20,Away at ARI
PHI,Sun 9/21,Away at ARI
PHI,Mon 9/22,OFF
PHI,Tue 9/23,Home
PHI,Wed 9/24,Home
PHI,Thu 9/25,Home
PHI,Fri 9/26,Home
PHI,Sat 9/27,Home
PHI,Sun 9/28,Home
WSN,Wed 5/28,Away at SEA
WSN,Thu 5/29,Away at SEA
WSN,Fri 5/30,Away at ARI
WSN,Sat 5/31,Away at ARI
WSN,Sun 6/1,Away at ARI
WSN,Mon 6/2,OFF
WSN,Tue 6/3,Home
WSN,Wed 6/4,Home
WSN,Thu 6/5,Home
WSN,Fri 6/6,Home
WSN,Sat 6/7,Home
WSN,Sun 6/8,Home
WSN,Mon 6/9,OFF
WSN,Tue 6/10,Away at NYM
WSN,Wed 6/11,Away at NYM
WSN,Thu 6/12,Away at NYM
WSN,Fri 6/13,Home
WSN,Sat 6/14,Home
WSN,Sun 6/15,Home
WSN,Mon 6/16,Home
WSN,Tue 6/17,Home
WSN,Wed 6/18,Home
WSN,Thu 6/19,Home
WSN,Fri 6/20,Away at LAD
WSN,Sat 6/21,Away at LAD
WSN,Sun 6/22,Away at LAD
WSN,Mon 6/23,Away at SDP
WSN,Tue 6/24,Away at SDP
WSN,Wed 6/25,Away at SDP
WSN,Thu 6/26,OFF
WSN,Fri 6/27,Away at LAA
WSN,Sat 6/28,Away at LAA
WSN,Sun 6/29,Away at LAA
WSN,Mon 6/30,OFF
WSN,Tue 7/1,Home
WSN,Wed 7/2,Home
WSN,Thu 7/3,Home
WSN,Fri 7/4,Home
WSN,Sat 7/5,Home
WSN,Sun 7/6,Home
WSN,Mon 7/7,OFF
WSN,Tue 7/8,Away at STL
WSN,Wed 7/9,Away at STL
WSN,Thu 7/10,Away at STL
WSN,Fri 7/11,Away at MIL
WSN,Sat 7/12,Away at MIL
WSN,Sun 7/13,Away at MIL
WSN,Mon 7/14,OFF
WSN,Tue 7/15,OFF
WSN,Wed 7/16,OFF
WSN,Thu 7/17,OFF
WSN,Fri 7/18,Home
WSN,Sat 7/19,Home
WSN,Sun 7/20,Home
WSN,Mon 7/21,Home
WSN,Tue 7/22,Home
WSN,Wed 7/23,Home
WSN,Thu 7/24,OFF
WSN,Fri 7/25,Away at MIN
WSN,Sat 7/26,Away at MIN
WSN,Sun 7/27,Away at MIN
WSN,Mon 7/28,Away at HOU
WSN,Tue 7/29,Away at HOU
WSN,Wed 7/30,Away at HOU
WSN,Thu 7/31,OFF
WSN,Fri 8/1,Home
WSN,Sat 8/2,Home
WSN,Sun 8/3,Home
WSN,Mon 8/4,OFF
WSN,Tue 8/5,Home
WSN,Wed 8/6,Home
WSN,Thu 8/7,Home
WSN,Fri 8/8,Away at SFG
WSN,Sat 8/9,Away at SFG
WSN,Sun 8/10,Away at SFG
WSN,Mon 8/11,Away at KCR
WSN,Tue 8/12,Away at KCR
WSN,Wed 8/13,Away at KCR
WSN,Thu 8/14,Home
WSN,Fri 8/15,Home
WSN,Sat 8/16,Home
WSN,Sun 8/17,Home
WSN,Mon 8/18,OFF
WSN,Tue 8/19,Home
WSN,Wed 8/20,Home
WSN,Thu 8/21,Home
WSN,Fri 8/22,Away at PHI
WSN,Sat 8/23,Away at PHI
WSN,Sun 8/24,Away at PHI
WSN,Mon 8/25,Away at NYY
WSN,Tue 8/26,Away at NYY
WSN,Wed 8/27,Away at NYY
WSN,Thu 8/28,OFF
WSN,Fri 8/29,Home
WSN,Sat 8/30,Home
WSN,Sun 8/31,Home
WSN,Mon 9/1,Home
WSN,Tue 9/2,Home
WSN,Wed 9/3,Home
WSN,Thu 9/4,OFF
WSN,Fri 9/5,Away at CHC
WSN,Sat 9/6,Away at CHC
WSN,Sun 9/7,Away at CHC
WSN,Mon 9/8,Away at MIA
WSN,Tue 9/9,Away at MIA
WSN,Wed 9/10,Away at MIA
WSN,Thu 9/11,Away at MIA
WSN,Fri 9/12,Home
WSN,Sat 9/13,Home
WSN,Sun 9/14,Home
WSN,Mon 9/15,Home
WSN,Tue 9/16,Home
WSN,Wed 9/17,Home
WSN,Thu 9/18,OFF
WSN,Fri 9/19,Away at NYM
WSN,Sat 9/20,Away at NYM
WSN,Sun 9/21,Away at NYM
WSN,Mon 9/22,Away at ATL
WSN,Tue 9/23,Away at ATL
WSN,Wed 9/24,Away at ATL
WSN,Thu 9/25,OFF
WSN,Fri 9/26,Home
WSN,Sat 9/27,Home
WSN,Sun 9/28,Home
CHC,Wed 5/28,Home
CHC,Thu 5/29,OFF
CHC,Fri 5/30,Home
CHC,Sat 5/31,Home
CHC,Sun 6/1,Home
CHC,Mon 6/2,OFF
CHC,Tue 6/3,Away at WSN
CHC,Wed 6/4,Away at WSN
CHC,Thu 6/5,Away at WSN
CHC,Fri 6/6,Away at DET
CHC,Sat 6/7,Away at DET
CHC,Sun 6/8,Away at DET
CHC,Mon 6/9,Away at PHI
CHC,Tue 6/10,Away at PHI
CHC,Wed 6/11,Away at PHI
