Player,Position,Team,Prop Type,Prop Value,Opposing Team,Stadium,Game-Time Temp (°F),Game-Time Humidity (%),Game-Time Wind Speed (mph),Game-Time Wind Dir (°),Game-Time Effect on Hitters,Odds Category,Start Time,Full Opposing Team,Opposing Pitcher,Pitcher Handedness,G_vs_rhp,AB_vs_rhp,H_vs_rhp,HR_vs_rhp,RBI_vs_rhp,PA_vs_rhp,AVG_vs_rhp,OBP_vs_rhp,SLG_vs_rhp,OPS_vs_rhp,G_vs_rhp_5,AB_vs_rhp_5,H_vs_rhp_5,HR_vs_rhp_5,RBI_vs_rhp_5,PA_vs_rhp_5,AVG_vs_rhp_5,OBP_vs_rhp_5,SLG_vs_rhp_5,OPS_vs_rhp_5,G_vs_rhp_10,AB_vs_rhp_10,H_vs_rhp_10,HR_vs_rhp_10,RBI_vs_rhp_10,PA_vs_rhp_10,AVG_vs_rhp_10,OBP_vs_rhp_10,SLG_vs_rhp_10,OPS_vs_rhp_10,G_vs_rhp_15,AB_vs_rhp_15,H_vs_rhp_15,HR_vs_rhp_15,RBI_vs_rhp_15,PA_vs_rhp_15,AVG_vs_rhp_15,OBP_vs_rhp_15,SLG_vs_rhp_15,OPS_vs_rhp_15,BB%_vs_rhp,K%_vs_rhp,BB/K_vs_rhp,ISO_vs_rhp,BABIP_vs_rhp,wOBA_vs_rhp,wRC+_vs_rhp,G_vs_lhp,AB_vs_lhp,H_vs_lhp,HR_vs_lhp,RBI_vs_lhp,PA_vs_lhp,AVG_vs_lhp,OBP_vs_lhp,SLG_vs_lhp,OPS_vs_lhp,G_vs_lhp_5,AB_vs_lhp_5,H_vs_lhp_5,HR_vs_lhp_5,RBI_vs_lhp_5,PA_vs_lhp_5,AVG_vs_lhp_5,OBP_vs_lhp_5,SLG_vs_lhp_5,OPS_vs_lhp_5,G_vs_lhp_10,AB_vs_lhp_10,H_vs_lhp_10,HR_vs_lhp_10,RBI_vs_lhp_10,PA_vs_lhp_10,AVG_vs_lhp_10,OBP_vs_lhp_10,SLG_vs_lhp_10,OPS_vs_lhp_10,G_vs_lhp_15,AB_vs_lhp_15,H_vs_lhp_15,HR_vs_lhp_15,RBI_vs_lhp_15,PA_vs_lhp_15,AVG_vs_lhp_15,OBP_vs_lhp_15,SLG_vs_lhp_15,OPS_vs_lhp_15,BB%_vs_lhp,K%_vs_lhp,BB/K_vs_lhp,ISO_vs_lhp,BABIP_vs_lhp,wOBA_vs_lhp,wRC+_vs_lhp,EV,Barrel%,Hard Hit %,xBA,xwOBA,Heart_Swing,Heart_Take,Heart_Run,Shadow_Swing,Shadow_Take,Shadow_Run,Chase_Swing,Chase_Take,Chase_Run,Waste_Swing,Waste_Take,Waste_Run,4seam_fastball_HardHit%,changeup_HardHit%,curveball_HardHit%,cutter_HardHit%,sinker_HardHit%,slider_HardHit%,sweeper_HardHit%,4seam_fastball_RV100,changeup_RV100,curveball_RV100,cutter_RV100,sinker_RV100,slider_RV100,sweeper_RV100,4seam_fastball_wOBA,changeup_wOBA,curveball_wOBA,cutter_wOBA,sinker_wOBA,slider_wOBA,sweeper_wOBA,4seam_fastball_xwOBA,changeup_xwOBA,curveball_xwOBA,cutter_xwOBA,sinker_xwOBA,slider_xwOBA,sweeper_xwOBA,Team Name,Weather Team Name,Park_Factor_Basic,Park_Factor_1B,Park_Factor_2B,Park_Factor_3B,Park_Factor_HR,Park_Factor_SO,Park_Factor_BB,Park_Factor_GB,Park_Factor_FB,Park_Factor_LD,Park_Factor_IFFB,Park_Factor_FIP,TB,AB,IBB,XBH,H,CS,BB,RBI,HBP,SB,2B,R,SH,PA,SO,3B,SF,GIDP,HR,Actual Stat,Hit
edmundo sosa,IF,PHI,Hitter Fantasy Score,4.5,CHC,Citizens Bank Park,69.84,84,5.79,58,Headwind: balls in the air won’t carry → hinders hitters.,base,Mon 6:45 PM,Cubs,matthew boyd,left,24,46,10,0,7,48,0.217,0.234,0.304,0.538,5,10,0,0,0,10,0.0,0.0,0.0,0.0,10,19,2,0,1,20,0.105,0.105,0.105,0.211,15,31,3,0,1,32,0.097,0.097,0.097,0.194,2.1%,16.7%,0.13,0.087,0.263,0.236,46,26,45,15,1,6,52,0.333,0.404,0.422,0.826,5,7,1,0,0,8,0.143,0.25,0.143,0.393,10,18,4,1,2,21,0.222,0.333,0.389,0.722,15,25,8,1,4,30,0.32,0.433,0.48,0.913,9.6%,23.1%,0.42,0.089,0.424,0.367,136,87.6,4.1%,37.0%,0.287,0.322,63.0,23.0,1.0,107.0,67.0,-2.0,29.0,47.0,0.0,3.0,28.0,1.0,47.4,,,,,,,0.6,,,,,,,0.392,,,,,,,0.421,,,,,,,Phillies,Phillies,100,98,97,104,105,100,100,99,100,100,104,102,1,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3.0,0
trea turner,IF,PHI,Hitter Fantasy Score,7.5,CHC,Citizens Bank Park,69.84,84,5.79,58,Headwind: balls in the air won’t carry → hinders hitters.,base,Mon 6:45 PM,Cubs,matthew boyd,left,60,177,51,4,22,194,0.288,0.345,0.412,0.758,5,13,3,0,2,13,0.231,0.231,0.385,0.615,10,29,9,2,6,29,0.31,0.31,0.586,0.897,15,40,13,2,10,43,0.325,0.349,0.525,0.874,7.2%,18.0%,0.4,0.124,0.338,0.335,114,42,83,27,3,8,89,0.325,0.371,0.518,0.889,5,9,2,0,0,9,0.222,0.222,0.333,0.556,10,17,4,1,1,19,0.235,0.316,0.529,0.845,15,30,9,3,3,33,0.3,0.364,0.733,1.097,5.6%,16.9%,0.33,0.193,0.369,0.386,149,88.9,6.6%,39.3%,0.266,0.319,224.0,62.0,2.0,250.0,206.0,-1.0,51.0,175.0,4.0,10.0,97.0,4.0,45.8,47.6,21.1,,50.0,29.4,,0.7,-1.8,0.3,,1.4,1.3,,0.403,0.208,0.293,,0.401,0.362,,0.357,0.258,0.258,,0.341,0.277,,Phillies,Phillies,100,98,97,104,105,100,100,99,100,100,104,102,1,4,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,5.0,0
johan rojas,OF,PHI,Hitter Fantasy Score,3.0,CHC,Citizens Bank Park,69.84,84,5.79,58,Headwind: balls in the air won’t carry → hinders hitters.,base,Mon 6:45 PM,Cubs,matthew boyd,left,31,58,13,0,7,67,0.224,0.288,0.276,0.564,5,7,1,0,1,7,0.143,0.143,0.143,0.286,10,17,2,0,1,19,0.118,0.211,0.118,0.328,15,27,6,0,2,31,0.222,0.3,0.296,0.596,9.0%,32.8%,0.27,0.052,0.342,0.255,59,26,48,13,1,7,52,0.271,0.314,0.396,0.71,5,10,3,0,2,11,0.3,0.364,0.5,0.864,10,20,4,0,2,22,0.2,0.273,0.3,0.573,15,27,5,0,3,29,0.185,0.241,0.259,0.501,5.8%,17.3%,0.33,0.125,0.316,0.312,99,86.6,2.5%,30.4%,0.229,0.26,80.0,23.0,-2.0,110.0,80.0,-7.0,38.0,64.0,3.0,1.0,31.0,1.0,35.7,,,,,,,-2.4,,,,,,,0.269,,,,,,,0.278,,,,,,,Phillies,Phillies,100,98,97,104,105,100,100,99,100,100,104,102,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0.0,0
weston wilson,OF,PHI,Hitter Fantasy Score,3.0,CHC,Citizens Bank Park,69.84,84,5.79,58,Headwind: balls in the air won’t carry → hinders hitters.,base,Mon 6:45 PM,Cubs,matthew boyd,left,5,6,1,1,3,7,0.167,0.286,0.667,0.952,5,6,1,1,3,7,0.167,0.286,0.667,0.952,10,13,2,1,5,15,0.154,0.267,0.462,0.728,15,24,5,1,6,27,0.208,0.296,0.375,0.671,14.3%,28.6%,0.5,0.5,0.0,0.396,156,16,27,4,0,0,32,0.148,0.281,0.148,0.429,5,8,0,0,0,10,0.0,0.2,0.0,0.2,10,16,1,0,0,20,0.063,0.25,0.063,0.313,15,25,3,0,0,30,0.12,0.267,0.12,0.387,15.6%,34.4%,0.45,0.0,0.25,0.22,35,88.2,10.0%,40.0%,0.247,0.341,29.0,14.0,-1.0,35.0,44.0,-3.0,7.0,28.0,1.0,0.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillies,Phillies,100,98,97,104,105,100,100,99,100,100,104,102,1,2,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5.0,1
pete crow-armstrong,OF,CHC,Hitter Fantasy Score,5.0,PHI,Citizens Bank Park,69.84,84,5.79,58,Headwind: balls in the air won’t carry → hinders hitters.,base,Mon 6:45 PM,Phillies,zack wheeler,right,65,184,58,14,40,199,0.315,0.35,0.636,0.986,5,13,4,2,3,13,0.308,0.308,0.769,1.077,10,24,10,3,5,26,0.417,0.462,0.875,1.337,15,36,13,5,13,39,0.361,0.385,0.833,1.218,5.5%,22.1%,0.25,0.321,0.344,0.417,174,44,72,13,3,14,76,0.181,0.213,0.361,0.574,5,8,1,0,0,9,0.125,0.222,0.125,0.347,10,18,2,0,2,20,0.111,0.2,0.111,0.311,15,28,3,0,2,30,0.107,0.167,0.143,0.31,2.6%,34.2%,0.08,0.181,0.233,0.25,59,90.0,14.1%,41.9%,0.265,0.347,197.0,37.0,7.0,315.0,115.0,0.0,93.0,141.0,4.0,9.0,90.0,3.0,53.3,50.0,24.0,,50.0,40.0,,-0.2,3.5,1.8,,2.2,3.3,,0.304,0.419,0.391,,0.52,0.397,,0.332,0.447,0.253,,0.512,0.266,,Cubs,Phillies,97,100,95,110,98,101,98,100,97,101,99,98,2,5,0,1,1,0,0,1,0,0,1,0,0,5,1,0,0,0,0,7.0,1
kyle tucker,OF,CHC,Hitter Fantasy Score,5.5,PHI,Citizens Bank Park,69.84,84,5.79,58,Headwind: balls in the air won’t carry → hinders hitters.,base,Mon 6:45 PM,Phillies,zack wheeler,right,61,163,43,7,24,199,0.264,0.387,0.479,0.865,5,12,2,0,0,16,0.167,0.375,0.333,0.708,10,19,5,0,1,27,0.263,0.444,0.368,0.813,15,32,11,1,4,40,0.344,0.45,0.5,0.95,16.6%,12.6%,1.32,0.215,0.271,0.369,141,47,78,24,5,16,89,0.308,0.393,0.577,0.97,5,10,3,0,1,12,0.3,0.417,0.4,0.817,10,21,7,0,2,24,0.333,0.417,0.381,0.798,15,27,10,1,3,32,0.37,0.469,0.519,0.987,11.2%,11.2%,1.0,0.269,0.302,0.418,174,91.1,12.5%,46.2%,0.301,0.408,253.0,56.0,-5.0,218.0,256.0,4.0,26.0,203.0,13.0,0.0,80.0,6.0,51.5,42.1,54.5,31.6,63.3,30.0,,1.9,2.9,1.3,-1.5,4.2,-0.3,,0.386,0.439,0.363,0.311,0.549,0.307,,0.465,0.357,0.333,0.335,0.554,0.311,,Cubs,Phillies,97,100,95,110,98,101,98,100,97,101,99,98,4,3,0,1,1,0,2,1,0,0,0,2,0,5,1,0,0,0,1,20.0,1
matt shaw,IF,CHC,Hitter Fantasy Score,3.5,PHI,Citizens Bank Park,69.84,84,5.79,58,Headwind: balls in the air won’t carry → hinders hitters.,base,Mon 6:45 PM,Phillies,zack wheeler,right,35,86,21,1,5,94,0.244,0.309,0.349,0.657,5,17,5,1,1,17,0.294,0.294,0.529,0.824,10,29,10,1,3,30,0.345,0.367,0.483,0.849,15,39,13,1,3,42,0.333,0.381,0.513,0.894,8.5%,23.4%,0.36,0.105,0.317,0.294,90,24,37,10,1,3,43,0.27,0.372,0.405,0.777,5,10,2,0,0,10,0.2,0.2,0.3,0.5,10,20,5,0,0,21,0.25,0.286,0.3,0.586,15,26,5,0,0,29,0.192,0.276,0.231,0.507,14.0%,16.3%,0.86,0.135,0.31,0.349,127,82.7,5.3%,24.5%,0.257,0.318,98.0,51.0,-5.0,119.0,110.0,2.0,31.0,85.0,2.0,3.0,30.0,1.0,39.3,,,,22.2,,,-2.5,,,,0.0,,,0.233,,,,0.356,,,0.294,,,,0.393,,,Cubs,Phillies,97,100,95,110,98,101,98,100,97,101,99,98,1,4,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3.0,0
reese mcguire,C,CHC,Hitter Fantasy Score,3.5,PHI,Citizens Bank Park,69.84,84,5.79,58,Headwind: balls in the air won’t carry → hinders hitters.,base,Mon 6:45 PM,Phillies,zack wheeler,right,6,15,3,0,1,15,0.2,0.2,0.2,0.4,5,14,3,0,1,14,0.214,0.214,0.214,0.429,10,23,4,0,1,23,0.174,0.174,0.174,0.348,15,33,8,0,3,34,0.242,0.265,0.273,0.537,0.0%,20.0%,0.0,0.0,0.25,0.178,9,3,7,2,2,2,8,0.286,0.286,1.143,1.429,5,11,2,2,2,12,0.182,0.182,0.727,0.909,10,15,2,2,3,18,0.133,0.176,0.533,0.71,15,20,4,2,3,23,0.2,0.227,0.5,0.727,0.0%,25.0%,0.0,0.857,0.0,0.594,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,Phillies,97,100,95,110,98,101,98,100,97,101,99,98,1,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3.0,0
jarren duran,OF,BOS,Total Bases,1.5,TB,Fenway Park,61.79,84,7.23,87,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Mon 7:10 PM,Rays,shane baz,right,63,183,52,4,24,204,0.284,0.348,0.459,0.807,5,8,3,0,0,11,0.375,0.545,0.625,1.17,10,24,5,0,0,27,0.208,0.296,0.292,0.588,15,34,11,1,3,40,0.324,0.425,0.5,0.925,7.8%,19.5%,0.4,0.175,0.34,0.353,123,54,103,26,0,13,108,0.252,0.287,0.359,0.646,5,13,3,0,3,15,0.231,0.333,0.385,0.718,10,22,6,0,3,24,0.273,0.333,0.455,0.788,15,32,9,0,3,34,0.281,0.324,0.438,0.761,3.5%,28.3%,0.13,0.111,0.368,0.29,79,92.5,8.3%,47.2%,0.266,0.328,215.0,85.0,-3.0,283.0,241.0,0.0,60.0,185.0,5.0,2.0,94.0,7.0,58.2,48.0,,37.5,40.0,45.2,,0.5,0.7,,1.0,0.2,-1.8,,0.362,0.324,,0.387,0.341,0.234,,0.384,0.307,,0.373,0.359,0.248,,Red Sox,Red Sox,106,104,110,116,99,98,101,104,98,101,101,101,2,6,0,1,1,0,0,0,0,0,1,1,0,6,2,0,0,0,0,2.0,1
trevor story,IF,BOS,Hits+Runs+RBIs,1.5,TB,Fenway Park,61.79,84,7.23,87,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Mon 7:10 PM,Rays,shane baz,right,59,186,41,5,19,199,0.22,0.268,0.323,0.59,5,11,5,1,3,12,0.455,0.5,0.727,1.227,10,26,8,2,8,29,0.308,0.357,0.577,0.934,15,41,10,2,8,45,0.244,0.295,0.439,0.734,4.5%,29.9%,0.15,0.106,0.301,0.268,63,30,57,14,3,13,61,0.246,0.295,0.421,0.716,5,9,1,0,3,10,0.111,0.2,0.222,0.422,10,15,3,0,3,16,0.2,0.25,0.267,0.517,15,27,3,0,3,29,0.111,0.172,0.148,0.321,7.7%,30.8%,0.25,0.167,0.297,0.306,90,90.5,10.3%,47.3%,0.241,0.302,221.0,73.0,-7.0,245.0,174.0,-5.0,67.0,140.0,0.0,12.0,77.0,2.0,44.2,,,,63.9,38.7,,-2.6,,,,-0.5,0.7,,0.189,,,,0.355,0.319,,0.251,,,,0.405,0.359,,Red Sox,Red Sox,106,104,110,116,99,98,101,104,98,101,101,101,2,6,0,0,2,0,0,1,0,1,0,0,0,6,2,0,0,0,0,3.0,1
wilyer abreu,OF,BOS,Hits+Runs+RBIs,1.5,TB,Fenway Park,61.79,84,7.23,87,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Mon 7:10 PM,Rays,shane baz,right,63,181,46,13,30,203,0.254,0.325,0.503,0.828,5,8,2,0,3,10,0.25,0.2,0.25,0.45,10,22,4,1,4,25,0.182,0.2,0.318,0.518,15,36,8,2,5,40,0.222,0.25,0.389,0.639,9.9%,24.1%,0.41,0.249,0.273,0.35,121,24,27,5,0,2,31,0.185,0.29,0.259,0.55,5,5,1,0,0,5,0.2,0.2,0.4,0.6,10,12,2,0,0,13,0.167,0.231,0.25,0.481,15,18,4,0,1,20,0.222,0.3,0.333,0.633,12.9%,16.1%,0.8,0.074,0.227,0.257,56,91.0,14.1%,46.2%,0.263,0.367,222.0,51.0,4.0,218.0,154.0,-9.0,36.0,147.0,7.0,0.0,71.0,4.0,41.8,41.4,,,42.9,,,-0.6,1.3,,,-1.2,,,0.274,0.371,,,0.283,,,0.317,0.369,,,0.318,,,Red Sox,Red Sox,106,104,110,116,99,98,101,104,98,101,101,101,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0
ceddanne rafaela,IF,BOS,Hits+Runs+RBIs,1.5,TB,Fenway Park,61.79,84,7.23,87,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Mon 7:10 PM,Rays,shane baz,right,57,153,37,3,14,164,0.242,0.288,0.359,0.648,5,12,0,0,0,13,0.0,0.077,0.0,0.077,10,26,7,2,2,27,0.269,0.296,0.5,0.796,15,38,9,2,3,39,0.237,0.256,0.421,0.677,4.8%,19.9%,0.24,0.116,0.294,0.289,78,38,60,15,3,11,68,0.25,0.313,0.483,0.797,5,9,5,2,4,11,0.556,0.636,1.333,1.97,10,17,7,2,4,19,0.412,0.474,0.824,1.297,15,25,8,2,4,28,0.32,0.393,0.64,1.033,8.5%,18.3%,0.46,0.226,0.255,0.338,112,90.1,12.4%,45.3%,0.262,0.336,195.0,41.0,-4.0,215.0,105.0,-3.0,86.0,125.0,1.0,6.0,59.0,2.0,60.0,,,,50.0,44.1,,0.6,,,,-3.2,1.2,,0.365,,,,0.224,0.372,,0.414,,,,0.294,0.383,,Red Sox,Red Sox,106,104,110,116,99,98,101,104,98,101,101,101,2,5,0,0,2,0,1,0,0,1,0,1,0,6,1,0,0,0,0,3.0,1
jake mangum,OF,TB,Hitter Strikeouts,0.5,BOS,Fenway Park,61.79,84,7.23,87,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Mon 7:10 PM,Red Sox,brayan bello,right,25,65,20,1,12,69,0.308,0.348,0.4,0.748,5,13,2,0,2,13,0.154,0.154,0.154,0.308,10,24,7,1,7,26,0.292,0.346,0.458,0.804,15,35,12,1,8,38,0.343,0.395,0.486,0.88,5.8%,15.9%,0.36,0.092,0.358,0.332,118,20,35,8,0,1,37,0.229,0.25,0.257,0.507,5,8,1,0,1,9,0.125,0.125,0.125,0.25,10,19,2,0,1,20,0.105,0.105,0.105,0.211,15,27,5,0,1,29,0.185,0.214,0.185,0.399,2.7%,8.1%,0.33,0.029,0.25,0.227,45,87.5,3.4%,40.2%,0.246,0.283,77.0,15.0,-5.0,116.0,43.0,0.0,25.0,52.0,1.0,5.0,29.0,1.0,45.0,,,,,,,0.0,,,,,,,0.373,,,,,,,0.325,,,,,,,Rays,Red Sox,96,96,98,102,96,102,101,97,99,96,100,97,4,6,0,0,4,0,0,2,0,0,0,0,0,6,1,0,0,0,0,1.0,1
carlos narvaez,C,BOS,Hits+Runs+RBIs,1.5,TB,Fenway Park,61.79,84,7.23,87,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Mon 7:10 PM,Rays,shane baz,right,46,123,36,3,13,134,0.293,0.351,0.447,0.798,5,8,2,0,1,11,0.25,0.455,0.25,0.705,10,23,7,0,1,27,0.304,0.407,0.348,0.755,15,42,15,1,4,48,0.357,0.438,0.548,0.985,8.0%,24.8%,0.32,0.167,0.393,0.362,129,29,47,12,3,9,57,0.255,0.386,0.489,0.875,5,11,3,1,4,14,0.273,0.429,0.636,1.065,10,18,4,1,4,23,0.222,0.391,0.444,0.836,15,25,6,1,4,31,0.24,0.387,0.44,0.827,18.3%,21.7%,0.85,0.224,0.303,0.392,150,91.9,13.0%,45.5%,0.244,0.329,166.0,59.0,-2.0,179.0,155.0,0.0,43.0,145.0,5.0,6.0,39.0,3.0,63.9,,,,31.6,47.1,,1.0,,,,0.2,1.5,,0.398,,,,0.384,0.383,,0.396,,,,0.278,0.359,,Red Sox,Red Sox,106,104,110,116,99,98,101,104,98,101,101,101,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0
abraham toro,IF,BOS,Hits+Runs+RBIs,1.5,TB,Fenway Park,61.79,84,7.23,87,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Mon 7:10 PM,Rays,shane baz,right,24,63,22,4,7,64,0.349,0.359,0.635,0.994,5,11,6,1,2,12,0.545,0.583,1.0,1.583,10,24,11,1,3,25,0.458,0.48,0.708,1.188,15,37,15,2,5,38,0.405,0.421,0.676,1.097,1.5%,12.3%,0.13,0.297,0.365,0.439,183,11,19,6,0,3,21,0.316,0.333,0.368,0.702,5,11,4,0,3,13,0.364,0.385,0.455,0.839,10,16,5,0,2,18,0.313,0.333,0.313,0.646,15,23,7,0,3,25,0.304,0.32,0.348,0.668,4.3%,13.0%,0.33,0.048,0.368,0.317,98,87.7,6.9%,40.3%,0.311,0.339,56.0,24.0,3.0,93.0,51.0,0.0,24.0,52.0,0.0,1.0,22.0,1.0,41.4,,,,,,,1.0,,,,,,,0.371,,,,,,,0.308,,,,,,,Red Sox,Red Sox,106,104,110,116,99,98,101,104,98,101,101,101,2,5,0,1,1,0,0,1,1,0,1,2,0,6,1,0,0,0,0,4.0,1
yandy diaz,IF,TB,Hitter Fantasy Score,6.5,BOS,Fenway Park,61.79,84,7.23,87,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Mon 7:10 PM,Red Sox,brayan bello,right,57,170,45,5,27,181,0.265,0.298,0.412,0.71,5,13,5,1,2,16,0.385,0.5,0.692,1.192,10,29,7,1,4,33,0.241,0.303,0.414,0.717,15,43,10,2,9,48,0.233,0.292,0.442,0.734,5.0%,17.1%,0.29,0.147,0.294,0.309,102,35,72,15,4,9,82,0.208,0.293,0.417,0.709,5,8,3,1,2,9,0.375,0.444,0.75,1.194,10,19,5,1,3,20,0.263,0.3,0.474,0.774,15,32,9,1,3,33,0.281,0.303,0.438,0.741,9.8%,9.8%,1.0,0.208,0.18,0.306,100,93.3,8.7%,53.9%,0.288,0.35,196.0,88.0,4.0,215.0,208.0,-15.0,34.0,164.0,7.0,6.0,76.0,3.0,61.5,,,,46.2,60.7,,2.1,,,,-2.2,-0.1,,0.409,,,,0.229,0.321,,0.474,,,,0.31,0.348,,Rays,Red Sox,96,96,98,102,96,102,101,97,99,96,100,97,2,4,1,0,2,0,2,0,0,0,0,2,0,6,1,0,0,0,0,14.0,1
rafael devers,IF,BOS,Hitter Fantasy Score,6.5,TB,Fenway Park,61.79,84,7.23,87,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Mon 7:10 PM,Rays,shane baz,right,64,157,41,10,34,199,0.261,0.407,0.522,0.929,5,8,0,0,0,11,0.0,0.273,0.0,0.273,10,20,3,0,2,26,0.15,0.346,0.2,0.546,15,29,5,1,6,37,0.172,0.351,0.345,0.696,20.0%,22.0%,0.91,0.278,0.295,0.406,160,53,94,30,4,23,108,0.319,0.407,0.521,0.929,5,13,5,2,4,15,0.385,0.467,0.923,1.39,10,19,7,1,6,22,0.368,0.455,0.632,1.086,15,29,9,2,8,35,0.31,0.429,0.586,1.015,9.7%,22.1%,0.44,0.222,0.406,0.42,170,94.1,16.2%,56.2%,0.281,0.406,295.0,72.0,-3.0,267.0,251.0,2.0,55.0,229.0,11.0,6.0,105.0,6.0,60.3,55.6,,58.8,51.9,50.0,,1.4,-1.5,,0.5,-1.1,4.1,,0.425,0.23,,0.402,0.287,0.499,,0.442,0.365,,0.4,0.321,0.488,,Red Sox,Red Sox,106,104,110,116,99,98,101,104,98,101,101,101,0,3,1,0,0,0,3,0,0,0,0,2,0,6,2,0,0,0,0,10.0,1
josh lowe,OF,TB,Hitter Fantasy Score,6.5,BOS,Fenway Park,61.79,84,7.23,87,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Mon 7:10 PM,Red Sox,brayan bello,right,21,58,14,2,3,66,0.241,0.333,0.379,0.713,5,11,1,0,0,13,0.091,0.231,0.182,0.413,10,25,5,0,0,30,0.2,0.333,0.24,0.573,15,41,9,1,1,48,0.22,0.333,0.317,0.65,12.1%,21.2%,0.57,0.138,0.286,0.32,110,13,21,7,1,2,21,0.333,0.333,0.619,0.952,5,6,1,0,0,6,0.167,0.167,0.333,0.5,10,16,6,1,2,16,0.375,0.375,0.75,1.125,15,24,7,1,2,24,0.292,0.292,0.542,0.833,0.0%,23.8%,0.0,0.286,0.4,0.407,170,90.3,6.7%,48.3%,0.285,0.345,69.0,28.0,1.0,86.0,77.0,-4.0,23.0,61.0,3.0,1.0,23.0,1.0,71.4,,,,,,,2.8,,,,,,,0.498,,,,,,,0.519,,,,,,,Rays,Red Sox,96,96,98,102,96,102,101,97,99,96,100,97,2,5,0,1,1,0,1,1,0,0,1,2,0,6,1,0,0,0,0,13.0,1
jarren duran,OF,BOS,Hitter Fantasy Score,7.5,TB,Fenway Park,61.79,84,7.23,87,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Mon 7:10 PM,Rays,shane baz,right,63,183,52,4,24,204,0.284,0.348,0.459,0.807,5,8,3,0,0,11,0.375,0.545,0.625,1.17,10,24,5,0,0,27,0.208,0.296,0.292,0.588,15,34,11,1,3,40,0.324,0.425,0.5,0.925,7.8%,19.5%,0.4,0.175,0.34,0.353,123,54,103,26,0,13,108,0.252,0.287,0.359,0.646,5,13,3,0,3,15,0.231,0.333,0.385,0.718,10,22,6,0,3,24,0.273,0.333,0.455,0.788,15,32,9,0,3,34,0.281,0.324,0.438,0.761,3.5%,28.3%,0.13,0.111,0.368,0.29,79,92.5,8.3%,47.2%,0.266,0.328,215.0,85.0,-3.0,283.0,241.0,0.0,60.0,185.0,5.0,2.0,94.0,7.0,58.2,48.0,,37.5,40.0,45.2,,0.5,0.7,,1.0,0.2,-1.8,,0.362,0.324,,0.387,0.341,0.234,,0.384,0.307,,0.373,0.359,0.248,,Red Sox,Red Sox,106,104,110,116,99,98,101,104,98,101,101,101,2,6,0,1,1,0,0,0,0,0,1,1,0,6,2,0,0,0,0,7.0,0
trevor story,IF,BOS,Hitter Fantasy Score,5.0,TB,Fenway Park,61.79,84,7.23,87,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Mon 7:10 PM,Rays,shane baz,right,59,186,41,5,19,199,0.22,0.268,0.323,0.59,5,11,5,1,3,12,0.455,0.5,0.727,1.227,10,26,8,2,8,29,0.308,0.357,0.577,0.934,15,41,10,2,8,45,0.244,0.295,0.439,0.734,4.5%,29.9%,0.15,0.106,0.301,0.268,63,30,57,14,3,13,61,0.246,0.295,0.421,0.716,5,9,1,0,3,10,0.111,0.2,0.222,0.422,10,15,3,0,3,16,0.2,0.25,0.267,0.517,15,27,3,0,3,29,0.111,0.172,0.148,0.321,7.7%,30.8%,0.25,0.167,0.297,0.306,90,90.5,10.3%,47.3%,0.241,0.302,221.0,73.0,-7.0,245.0,174.0,-5.0,67.0,140.0,0.0,12.0,77.0,2.0,44.2,,,,63.9,38.7,,-2.6,,,,-0.5,0.7,,0.189,,,,0.355,0.319,,0.251,,,,0.405,0.359,,Red Sox,Red Sox,106,104,110,116,99,98,101,104,98,101,101,101,2,6,0,0,2,0,0,1,0,1,0,0,0,6,2,0,0,0,0,13.0,1
